SMILES                           Hf (kcal/mol)
CC1N2C3CC1(O)C23C                      28.9393
CN1C2C3CC1(C)C23C                      66.0446
OC1C2C3CC1(O)C23O                     -41.3972
CC12CC3C(C1)C3C2O                     -20.1611
CC12CC3C(C1O)N3C2                      -4.1179
CC12CC3C(O1)C3C2O                     -49.1043
CC12OC3C(O1)C3C2O                     -76.9168
CC1C2C3CC1(C)CC23                      10.8699
CC1C2C3CC1(C)CN23                      25.5075
CC1C2C3CC1(C)OC23                     -16.4149
CC1C2C3CC1(O)CC23                     -18.5145
CC1C2C3CC1(O)CN23                      -2.7763
CC1C2C3OC1(C)OC23                     -46.8001
CC1N2C3CC1(C)CC23                      23.9537
CC1N2C3CC1(O)CC23                      -4.4712
OC1C2C3CC1(O)CC23                     -49.7538
OC1C2C3CC1(O)CN23                     -32.8653
CC1C2C3CC1(C=O)C23                     39.6703
CC1C2C3CC1(C=O)N23                     48.6208
CC1C2C3N2CC13C=O                       56.5694
CC1C2C3OC1(C=O)C23                     18.3551
CC1N2C3CC1(C=O)C23                     55.1111
CN1C2C3CC1(C=O)C23                     60.5046
OC1C2C3CC1(C=O)C23                      6.9225
OC1C2C3CC1(C=O)N23                     17.1568
OC1C2C3N2CC13C=O                       24.7503
OC1C2C3NC1(C=O)C23                     23.5669
OC1C2C3OC1(C=O)C23                    -15.1960
CC1C2C3CC1C(=O)C23                     -6.7560
CC1C2C3N2CC1C3=O                       10.1168
CC1C2C3NC1C(=O)C23                     10.3772
CC1C2C3OC1C(=O)C23                    -28.6943
CC1C2CC3C(N13)C2=O                      8.9044
CN1C2C3CC1C(=O)C23                     16.0668
OC1C2C3CC1C(=O)C23                    -36.9875
OC1C2C3N2CC1C3=O                      -17.6699
OC1C2C3NC1C(=O)C23                    -21.1739
OC1C2C3OC1C(=O)C23                    -58.8668
CC1C2C3C(C)C1CN23                      31.2529
CC1C2C3C(O)C1CN23                       0.7629
CC1C2C3CC1C(C)C23                      13.3623
CC1C2C3CC1C(C)N23                      26.6439
CC1C2C3CC1C(O)C23                     -17.0763
CC1C2C3OC1C(C)C23                     -12.7910
CC1C2C3OC1C(O)C23                     -42.0028
CC1C2CC3C(C2O)N13                      -3.5556
OC1C2C3C(O)C1CN23                     -33.2355
OC1C2C3CC1C(O)C23                     -46.7524
OC1C2C3OC1C(O)C23                     -72.1226
CC1C2C3CC1C23C#C                      122.8036
CC1C2C3CC1C23C#N                       94.8107
CC1C2C3CN1C23C#C                      145.3761
CC1C2C3CN1C23C#N                      118.8961
CC1C2C3NC1C23C#N                      114.3548
CC1C2C3OC1C23C#C                      100.2039
CC1C2C3OC1C23C#N                       73.3135
CC1C2CC3N1C23C#C                      138.4603
CC1C2CC3N1C23C#N                      112.0556
CC1C2N3CC1C23C#C                      140.0974
CC1C2N3CC1C23C#N                      113.7574
CN1C2C3CC1C23C#C                      144.2095
CN1C2C3CC1C23C#N                      116.8103
OC1C2C3CC1C23C#C                       90.9525
OC1C2C3CC1C23C#N                       63.1654
OC1C2C3NC1C23C#N                       80.3677
OC1C2C3OC1C23C#C                       67.1210
OC1C2C3OC1C23C#N                       40.8399
OC1C2N3CC1C23C#C                      108.6749
OC1C2N3CC1C23C#N                       82.5476
CC1C2C3CC1C23C=O                       34.6910
CC1C2C3CN1C23C=O                       58.0435
CC1C2C3OC1C23C=O                       13.0187
CC1C2CC3N1C23C=O                       50.6596
CC1C2N3CC1C23C=O                       52.2597
CN1C2C3CC1C23C=O                       56.7972
OC1C2C3CC1C23C=O                        2.9334
OC1C2C3OC1C23C=O                      -19.7523
OC1C2N3CC1C23C=O                       20.8309
CC1C2C3CC1C=CC23                       36.0050
CC1C2C3OC1C=CC23                       10.6480
OC1C2C3C=CC1CN23                       20.9037
OC1C2C3CC1C=CC23                        6.3364
OC1C2C3OC1C=CC23                      -18.9937
CC12CC3CC1C2C3O                       -20.1460
CC12CC3CN1C2C3O                        -5.8272
CC12CC3OC1C2C3O                       -43.8100
CC12OC3CC1C2C3O                       -49.1777
CC12OC3OC1C2C3O                       -75.0455
CC1C2C3CC1CC23C                        10.0171
CC1C2C3CC1CC23O                       -16.9344
CC1C2C3CC1OC23C                       -17.2513
CC1C2C3OC1CC23C                       -16.0509
CC1C2C3OC1CC23O                       -42.0969
CC1C2C3OC1OC23C                       -45.7220
CC1C2CC3N1C3(C)C2                      21.6263
CC1C2N3CC1CC23C                        23.1631
OC1C2C3CC1CC23O                       -47.0122
OC1C2C3OC1CC23O                       -72.7683
CC1C2C3CC1CCC23                         9.4925
CC1C2C3CC1COC23                       -14.0491
CC1C2C3CC1OCC23                       -16.7493
CC1C2C3CCC1OC23                       -15.1787
CC1C2C3COC1CN23                        -0.7532
CC1C2C3COC1OC23                       -45.6662
CC1C2C3OC1COC23                       -38.6657
CC1C2CC3C(CO2)N13                      -2.2968
CN1C2C3CC1COC23                         7.2946
OC1C2C3CC1CCC23                       -20.9505
OC1C2C3CC1CCN23                        -2.9331
OC1C2C3CC1COC23                       -43.8797
OC1C2C3CC1OCC23                       -46.4813
OC1C2C3CCC1CN23                        -3.3260
OC1C2C3CCC1OC23                       -44.4727
OC1C2C3COC1CN23                       -30.8774
OC1C2C3COC1OC23                       -75.7289
OC1C2C3NCC1OC23                       -25.0949
OC1C2C3OC1COC23                       -68.5753
CC1C2C3CC2(C#C)C13                    139.8555
CC1C2C3CC2(C#C)N13                    159.3074
CC1C2C3CC2(C#N)C13                    112.0164
CC1C2C3CC2(C#N)N13                    132.9755
CC1C2C3NC2(C#N)C13                    132.4152
CC1C2C3OC2(C#C)C13                    119.6221
CC1C2C3OC2(C#N)C13                     94.3683
CC1C2N3CC2(C#C)C13                    159.8991
CC1C2N3CC2(C#N)C13                    132.9523
CN1C2C3CC2(C#C)C13                    163.0806
CN1C2C3CC2(C#N)C13                    135.5038
CN1C2C3NC2(C#C)C13                    182.8148
CN1C2C3NC2(C#N)C13                    156.6455
CN1C2C3OC2(C#C)C13                    144.0941
CN1C2C3OC2(C#N)C13                    119.1936
OC1C2C3CC2(C#C)C13                    110.0200
OC1C2C3CC2(C#N)C13                     82.3528
OC1C2C3NC2(C#C)C13                    129.4618
OC1C2C3NC2(C#N)C13                    103.1437
OC1C2C3OC2(C#C)C13                     90.3332
OC1C2C3OC2(C#N)C13                     65.2664
OC1C2N3CC2(C#C)C13                    129.3564
OC1C2N3CC2(C#N)C13                    102.9800
CC12C(O)C3C1CC23O                       0.1477
CC12C(O)C3N1CC23O                      15.8583
CC12CC3C1C(O)C23C                      31.8274
CC12CC3C1C(O)C23O                       1.2376
CC12CN3C1C(O)C23C                      50.3142
CC12NC3C1C(O)C23O                      18.6325
CC12OC3C1C(O)C23C                       6.0870
CC12OC3C1C(O)C23O                     -23.0583
CC1C2C3CC2(C)C13C                      61.4917
CC1C2C3CC2(C)C13O                      30.4206
CC1C2C3CC2(O)C13C                      30.5837
CC1C2C3CC2(O)C13O                      -0.4830
CC1C2C3OC2(C)C13C                      36.5212
CC1C2C3OC2(C)C13O                       7.3552
CC1C2N3CC2(C)C13C                      79.5109
CC1C2N3CC2(O)C13C                      47.0813
CC1N2C3CC2(C)C13C                      78.5358
CC1N2C3CC2(C)C13O                      45.8024
CN1C2C3CC2(C)C13C                      84.9332
CN1C2C3NC2(C)C13C                     101.4565
CN1C2C3OC2(C)C13C                      60.4792
OC1C2C3CC2(O)C13O                     -30.3782
CC1C2C3CC2(C3)C1=O                     78.2922
CC1C2C3CC2(O3)C1=O                     64.7588
CC1C2N3CC2(C3)C1=O                    108.1231
CC1N2C3CC2(C3)C1=O                     95.5422
CN1C2C3CC2(C3)C1=O                     79.7158
CN1C2C3CC2(N3)C1=O                    104.5711
CN1C2C3CC2(O3)C1=N                    127.9634
CN1C2C3CC2(O3)C1=O                     69.5809
OC1C2C3CC2(C3)C1=O                     49.6120
OC1C2C3CC2(N3)C1=O                     72.6770
OC1C2C3CC2(O3)C1=O                     36.1638
OC1C2N3CC2(C3)C1=O                     80.3533
CC1C2C3CC2(C=O)C13                     54.9426
CC1C2C3CC2(C=O)N13                     75.4198
CC1C2C3OC2(C=O)C13                     35.1152
CC1C2N3CC2(C=O)C13                     76.1327
CN1C2C3CC2(C=O)C13                     79.1843
CN1C2C3NC2(C=O)C13                     97.6114
CN1C2C3OC2(C=O)C13                     60.4832
OC1C2C3CC2(C=O)C13                     25.0098
OC1C2C3NC2(C=O)C13                     43.5988
OC1C2C3OC2(C=O)C13                      5.6825
OC1C2N3CC2(C=O)C13                     45.5109
CC1C2C3CC(N13)C2=O                     40.6439
CC1C2C3CC2C(=O)C13                     22.7495
CC1C2C3CN2C1C3=O                       41.6115
CC1C2C3OC2C(=O)C13                      0.0117
CN1C2C3CC2C(=O)C13                     46.8343
CN1C2C3NC2C(=O)C13                     67.4991
CN1C2C3OC2C(=O)C13                     25.1432
OC1C2C3CC2C(=O)C13                     -6.0582
OC1C2C3CN2C1C3=O                       12.3112
OC1C2C3NC2C(=O)C13                     14.0821
OC1C2C3OC2C(=O)C13                    -28.3398
CC1C2C3CC(C2O)N13                      29.3805
CC1C2C3CC2C(C)C13                      43.5982
CC1C2C3CC2C(O)C13                      12.4675
CC1C2C3CN2C1C3O                        31.1249
CC1C2C3OC2C(C)C13                      13.7244
CC1C2C3OC2C(O)C13                     -18.6017
CC1C2CC3C2C(O)C13                      14.9148
CC1C2CN3C2C(O)C13                      31.1118
CC1C2OC3C2C(O)C13                     -15.0004
CC1C2OC3C2N(C)C13                      32.4992
CN1C2C3OC2C(O)C13                       4.1904
OC1C2C3CC2C(O)C13                     -15.4215
OC1C2C3CN2C1C3O                         0.1862
OC1C2C3OC2C(O)C13                     -47.1113
CC12CC3CC1C3C2O                         7.1086
CC12CC3CN1C3C2O                        24.7953
CC12CC3OC1C3C2O                       -18.7009
CC12CN3CC1C3C2O                        30.0626
CC12OC3CC1C3C2O                       -24.9044
CC1C2C3CC1(C)C2O3                      11.9680
CC1C2C3CC1(O)C2O3                     -17.0580
CC1C2C3CC2C1(C)C3                      39.1643
CC1C2C3CC2C1(C)O3                       7.8942
CC1C2C3CC2C1(O)C3                       9.1750
CC1N2C3CC2C1(C)C3                      55.6787
CC1N2C3CC2C1(O)C3                      25.8024
CN1C2C3CC1(C)C2O3                      32.5431
OC1C2C3CC1(O)C2O3                     -49.4450
OC1C2C3CC2C1(O)C3                     -23.6776
OC1C2C3CN2CC13O                         2.3386
CC1C2C3CC2C13C#C                      139.5437
CC1C2C3CC2C13C#N                      111.7014
CC1C2C3CN2C13C#C                      160.3240
CC1C2C3CN2C13C#N                      134.0536
CC1C2C3NC2C13C#N                      131.5335
CC1C2C3OC2C13C#C                      118.9545
CC1C2C3OC2C13C#N                       92.1357
CC1N2C3CC2C13C#C                      158.5155
CC1N2C3CC2C13C#N                      131.4733
CN1C2C3CC2C13C#C                      163.2877
CN1C2C3CC2C13C#N                      136.8203
CN1C2C3NC2C13C#C                      183.3670
CN1C2C3NC2C13C#N                      157.4004
CN1C2C3OC2C13C#C                      144.0740
CN1C2C3OC2C13C#N                      118.6815
NC1C2C3CN2C13C#N                      146.4679
OC1C2C3CC2C13C#C                      109.6516
OC1C2C3CC2C13C#N                       82.5661
OC1C2C3CN2C13C#C                      131.2954
OC1C2C3CN2C13C#N                      105.2334
OC1C2C3NC2C13C#N                      102.8269
OC1C2C3OC2C13C#C                       90.1468
OC1C2C3OC2C13C#N                       63.6135
CC1C2C3CC2C13C=O                       55.4540
CC1C2C3CN2C13C=O                       76.6692
CC1C2C3OC2C13C=O                       33.8910
CC1N2C3CC2C13C=O                       75.2058
CN1C2C3CC2C13C=O                       78.4250
CN1C2C3NC2C13C=O                      100.8073
CN1C2C3OC2C13C=O                       60.5811
OC1C2C3CC2C13C=O                       25.4227
OC1C2C3CN2C13C=O                       48.3259
OC1C2C3OC2C13C=O                        6.9369
CC1C2C3CC2C3C1=O                       22.6265
CC1C2C3CN2C3C1=O                       46.7213
CC1C2C3OC2C3C1=O                        4.2744
CC1N2C3CC2C3C1=O                       43.0077
CN1C2C3CC2C3C1=O                       26.5996
CN1C2C3NC2C3C1=O                       46.8816
CN1C2C3OC2C3C1=O                        8.4658
OC1C2C3CC2C3C1=O                       -5.1903
OC1C2C3CN2C3C1=O                       21.1102
OC1C2C3OC2C3C1=O                      -23.0630
CC1C2C3CC2C3C1C                        44.1988
CC1C2C3CC2C3C1O                        13.5192
CC1C2C3OC2C3C1C                        24.6299
CC1C2C3OC2C3C1O                        -5.7723
OC1C2C3CC2C3C1O                       -18.3206
OC1C2C3CN2C3C1O                         2.5306
OC1C2C3OC2C3C1O                       -36.9256
CC1C2C3CC1CC2O3                       -16.0327
CC1C2C3CC2CC1C3                        13.6798
CC1C2C3CC2OC1C3                       -14.3372
CC1C2C3CC2OC1O3                       -47.0273
CC1C2C3CN1CC2O3                         4.7928
CC1C2C3CN2CC1O3                         6.2919
CN1C2C3CC1CC2O3                         0.4372
OC1C2C3CC1CC2O3                       -46.0703
OC1C2C3CC2CC1C3                       -16.0358
OC1C2C3CC2OC1C3                       -43.5960
OC1C2C3CC2OC1O3                       -76.2485
OC1C2C3CN2CC1O3                       -23.0197
CC1C2C1C1(CN21)C#C                    155.6860
CC1C2C1C1(CN21)C#N                    128.9915
CC1C2C3CC3(C#C)C12                    122.0073
CC1C2C3CC3(C#C)N12                    140.0196
CC1C2C3CC3(C#N)C12                     93.6806
CC1C2C3CC3(C#N)N12                    112.9454
CC1C2C3NC3(C#C)C12                    137.7807
CC1C2C3NC3(C#N)C12                    110.4668
CC1C2C3OC3(C#C)C12                     97.9624
CC1C2C3OC3(C#N)C12                     72.0485
CC1C2N1C1CC21C#C                      152.6332
CC1C2N1C1CC21C#N                      125.0865
CN1C2C3CC3(C#C)C12                    141.9862
CN1C2C3CC3(C#N)C12                    114.1220
CN1C2C3NC3(C#C)C12                    159.0944
CN1C2C3NC3(C#N)C12                    132.3239
CN1C2C3OC3(C#C)C12                    120.1201
CN1C2C3OC3(C#N)C12                     94.8299
OC1C2C1C1(CN21)C#C                    130.3089
OC1C2C1C1(CN21)C#N                    104.0367
OC1C2C3CC3(C#C)C12                     92.7108
OC1C2C3CC3(C#N)C12                     64.5811
OC1C2C3NC3(C#C)C12                    108.9868
OC1C2C3NC3(C#N)C12                     82.8946
OC1C2C3OC3(C#C)C12                     69.7101
OC1C2C3OC3(C#N)C12                     44.2172
CC12C(O)C1C1CC21O                       8.0204
CC12CC1C1C(O)C21C                      37.0000
CC12CC1C1C(O)C21O                       7.7142
CC12C(O)C1N1CC21C                      51.1463
CC12CN1C1C(O)C21O                      22.3085
CC12NC1C1C(O)C21C                      44.5894
CC12NC1C1C(O)C21O                      15.9141
CC12OC1C1C(O)C21C                       0.1891
CC12OC1C1C(O)C21O                     -27.8631
CC1C2C3CC3(C)C12C                      46.4114
CC1C2C3CC3(C)C12O                      18.0342
CC1C2C3CC3(O)C12C                      17.5999
CC1C2C3CC3(O)C12O                     -10.6694
CC1C2C3NC3(C)C12C                      59.2706
CC1C2C3NC3(C)C12O                      31.0252
CC1C2C3OC3(C)C12C                      17.8603
CC1C2C3OC3(C)C12O                     -11.2103
CC1C2N3CC3(C)C12C                      62.5286
CC1C2N3CC3(C)C12O                      34.1596
CC1N2C3CC3(C)C12C                      61.8980
CC1N2C3CC3(O)C12C                      33.3168
CN1C2C3CC3(C)C12C                      64.8780
CN1C2C3CC3(O)C12C                      36.5008
CN1C2C3NC3(C)C12C                      78.9000
CN1C2C3OC3(C)C12C                      38.3187
OC1C2C3CC3(O)C12O                     -40.1529
CC1C2C1C1(CN21)C=O                     68.6609
CC1C2C3CC3(C=O)C12                     33.9719
CC1C2C3CC3(C=O)N12                     52.1342
CC1C2C3NC3(C=O)C12                     48.4614
CC1C2C3OC3(C=O)C12                      9.4645
CC1C2N1C1CC21C=O                       63.6371
CN1C2C3CC3(C=O)C12                     54.4679
CN1C2C3NC3(C=O)C12                     70.0468
CN1C2C3OC3(C=O)C12                     31.9253
OC1C2C1C1(CN21)C=O                     43.2236
OC1C2C3CC3(C=O)C12                      5.7064
OC1C2C3NC3(C=O)C12                     20.8466
OC1C2C3OC3(C=O)C12                    -16.6568
CC1C2C1C(=O)C1CN21                     32.8533
CC1C2C3CC3C(=O)C12                     20.0926
CC1C2C3CC3C(=O)N12                     28.4909
CC1C2C3CN3C(=O)C12                     29.4541
CC1C2C3CN3C(=O)N12                     40.5814
CC1C2C3NC3C(=O)C12                     33.2951
CC1C2C3NC3C(=O)N12                     41.8616
CC1C2C3OC3C(=N)N12                     51.6193
CC1C2C3OC3C(=O)C12                    -10.1326
CC1C2C3OC3C(=O)N12                     -0.9481
CC1C2N1C1CC1C2=O                       30.8303
CN1C2C3CC3C(=O)C12                     41.9798
CN1C2C3CN3C(=O)C12                     51.4712
CN1C2C3NC3C(=O)C12                     55.9655
CN1C2C3OC3C(=O)C12                     13.2311
OC1C2C1C(=O)C1CN21                      6.3486
OC1C2C3CC3C(=O)C12                    -12.1488
OC1C2C3CN3C(=O)C12                     -3.1701
OC1C2C3NC3C(=O)C12                     -1.7356
OC1C2C3OC3C(=O)C12                    -42.5278
CC1C2C(O)C2C2CN12                      25.2979
CC1C2C(O)C2N2CC12                      27.8883
CC1C2C(O)C3CC3N12                      30.0569
CC1C2C1N1CC1C2O                        23.5421
CC1C2C3CC3C(C)C12                      43.1703
CC1C2C3CC3C(O)C12                      12.3113
CC1C2C3NC3C(C)N12                      68.1583
CC1C2C3NC3C(O)C12                      21.8604
CC1C2C3OC3C(C)C12                       6.8281
CC1C2C3OC3C(C)N12                      23.2202
CC1C2C3OC3C(O)C12                     -22.2281
CC1C2CC2C2C(O)C12                      10.1162
CC1C2NC2C2C(O)C12                      15.8639
CC1C2NC2C2C1N2C                        66.6812
CC1C2OC2C2C(O)C12                     -27.1383
CC1C2OC2C2C1N2C                        22.3586
CN1C2C3CC3C(O)C12                      32.4044
CN1C2C3NC3C(O)C12                      42.7361
CN1C2C3OC3C(O)C12                      -0.6791
OC1C2C1N1CC1C2O                        -3.2864
OC1C2C3CC3C(O)C12                     -22.6473
OC1C2C3NC3C(O)C12                     -15.1520
OC1C2C3OC3C(O)C12                     -52.6936
CC1C2C3CC3C12C#C                      144.8750
CC1C2C3CC3C12C#N                      116.3268
CC1C2C3CN3C12C#C                      161.4409
CC1C2C3CN3C12C#N                      134.0235
CC1C2C3NC3C12C#C                      158.3404
CC1C2C3NC3C12C#N                      130.0087
CC1C2C3OC3C12C#C                      113.3834
CC1C2C3OC3C12C#N                       85.6635
CC1C2N3CC3C12C#C                      160.6729
CC1C2N3CC3C12C#N                      132.9793
CC1N2C3CC3C12C#C                      162.0132
CC1N2C3CC3C12C#N                      135.0683
CN1C2C3CC3C12C#C                      165.1062
CN1C2C3CC3C12C#N                      137.5093
CN1C2C3NC3C12C#C                      178.9287
CN1C2C3NC3C12C#N                      151.5457
CN1C2C3OC3C12C#C                      134.5434
CN1C2C3OC3C12C#N                      107.8306
NC1C2C3CN3C12C#N                      143.5387
NC1C2N3CC3C12C#N                      142.5115
OC1C2C3CC3C12C#C                      112.8155
OC1C2C3CC3C12C#N                       84.8427
OC1C2C3CN3C12C#C                      129.1870
OC1C2C3CN3C12C#N                      102.1717
OC1C2C3NC3C12C#C                      122.0905
OC1C2C3NC3C12C#N                       94.3505
OC1C2C3OC3C12C#C                       79.6492
OC1C2C3OC3C12C#N                       52.6252
OC1C2N3CC3C12C#C                      129.2070
OC1C2N3CC3C12C#N                      102.0506
CC1C2C3CC3C12C=O                       53.8614
CC1C2C3CN3C12C=O                       70.4324
CC1C2C3NC3C12C=O                       67.7441
CC1C2C3OC3C12C=O                       23.6713
CC1C2N3CC3C12C=O                       70.5491
CC1N2C3CC3C12C=O                       74.6662
CN1C2C3CC3C12C=O                       73.9646
CN1C2C3NC3C12C=O                       88.1052
CN1C2C3OC3C12C=O                       44.4824
OC1C2C3CC3C12C=O                       22.4753
OC1C2C3CN3C12C=O                       39.3945
OC1C2C3NC3C12C=O                       31.8977
OC1C2C3OC3C12C=O                       -9.6174
OC1C2N3CC3C12C=O                       39.6731
CC1C2C3CC3C1C2=O                       33.6054
CC1C2C3CN3C1C2=O                       52.3294
CC1C2C3NC3C1C2=O                       46.2820
CC1C2C3OC3C1C2=O                        0.8658
CN1C2C3CC3C1C2=O                       53.3133
CN1C2C3NC3C1C2=O                       66.0753
CN1C2C3OC3C1C2=O                       22.2052
OC1C2C3CC3C1C2=O                        0.6819
OC1C2C3CN3C1C2=O                       20.0001
OC1C2C3NC3C1C2=O                        8.8524
OC1C2C3OC3C1C2=O                      -33.4521
CC1C2C3CC3C1C2C                        55.4651
CC1C2C3CC3C1C2O                        23.6642
CC1C2C3CN3C1C2C                        71.0584
CC1C2C3CN3C1C2O                        39.6315
CC1C2C3NC3C1C2O                        37.0518
CC1C2C3NC3C1N2C                        87.4856
CC1C2C3OC3C1C2C                        22.7430
CC1C2C3OC3C1C2O                        -8.1022
CC1C2C3OC3C1N2C                        43.7586
CN1C2C3CC3C1C2O                        38.4110
CN1C2C3NC3C1C2O                        51.4152
CN1C2C3OC3C1C2O                         7.4666
OC1C2C3CC3C1C2O                       -10.8551
OC1C2C3CN3C1C2O                         5.4341
OC1C2C3NC3C1C2O                        -2.9017
OC1C2C3OC3C1C2O                       -45.2796
CC1C2C(C3CN23)C1=O                     54.2081
CC1C2C3CC3C2C1=O                       37.5888
CC1C2C3CC3N2C1=O                       42.1047
CC1C2C3CN3C2C1=O                       55.3226
CC1C2C3NC3C2C1=O                       51.3536
CC1C2C3OC3C2C1=O                        7.6240
CC1N2C3CC3C2C1=O                       55.3646
CN1C2C3CC3C2C1=O                       32.0175
CN1C2C3CN3C2C1=O                       50.2005
CN1C2C3NC3C2C1=O                       48.2810
CN1C2C3OC3C2C1=O                        5.1702
OC1C2C(C3CN23)C1=O                     28.9421
OC1C2C3CC3C2C1=O                        9.8843
OC1C2C3CC3N2C1=N                       69.4657
OC1C2C3CC3N2C1=O                       15.4111
OC1C2C3CN3C2C1=O                       28.0931
OC1C2C3NC3C2C1=O                       20.9370
OC1C2C3OC3C2C1=O                      -21.3700
CC12CC3CC3C1C2O                         6.7999
CC12CC3CN3C1C2O                        24.3905
CC12CC3NC3C1C2O                        13.0997
CC12CC3OC3C1C2O                       -29.9301
CC12CN3CC3C1C2O                        22.4779
CC12OC3CC3C1C2O                       -20.1912
CC1C2C3CC3CC12C                        38.5976
CC1C2C3CC3CC12O                         9.1744
CC1C2C3CC3OC12C                        10.8561
CC1C2C3CN3CC12C                        54.9044
CC1C2C3CN3CC12O                        25.9687
CC1C2C3NC3CC12O                        19.3328
CC1C2C3OC3CC12C                         3.5042
CC1C2C3OC3CC12O                       -25.8137
CC1C2N3CC3CC12C                        55.9906
CC1C2N3CC3CC12O                        26.9696
CN1C2C3NC3CC12C                        67.4969
CN1C2C3OC3CC12C                        22.6812
OC1C2C3CC3CC12O                       -21.6163
OC1C2C3CN3CC12O                        -5.0277
OC1C2C3NC3CC12O                       -15.9558
OC1C2C3OC3CC12O                       -58.7566
OC1C2N3CC3CC12O                        -3.2619
CC1C2C3C4C(CN23)N14                    73.3958
CC1C2C3CC4C(C23)C14                    45.1039
CC1C2C3CC4C(C23)N14                    59.5300
CC1C2C3CC4C1N4C23                      59.7176
CC1C2C3CN4C(C23)C14                    60.8082
CC1C2C3OC4C(C23)C14                    20.7070
CN1C2C3OC4C(C23)C14                    43.6038
OC1C2C3CC4C(C23)C14                    15.3788
OC1C2C3CC4C1N4C23                      31.1145
OC1C2C3CN4C(C23)C14                    31.7797
OC1C2C3OC4C(C23)C14                    -9.7781
CC1C2C3C4C(CN24)N13                   132.7262
CC1C2C3CC4C1C2C34                      94.5742
CC1C2C3CC4C1C2N34                     106.9390
CC1C2C3CC4C1N2C34                     107.4322
CC1C2C3OC4C1C2C34                      62.4834
CC1C2C3OC4C1N2C34                      76.8656
CN1C2C3CC4C1C2N34                     123.8802
CN1C2C3OC4C3C2C14                      80.1726
OC1C2C3CC4C1C2C34                      61.3683
OC1C2C3CC4C1C2N34                      73.6327
OC1C2C3CC4C1N2C34                      74.8965
OC1C2C3CN4C1C2C34                      79.6712
OC1C2C3NC4C1N2C34                      86.1757
OC1C2C3OC4C1C2C34                      27.1013
OC1C2C3OC4C1N2C34                      43.1885
CC1C2C3CC4C3C1C24                      76.0526
CC1C2C3CC4C3C1N24                      91.9559
CC1C2C3CN4C3C1C24                      93.1187
CC1C2C3OC4C3C1C24                      49.4412
CC1C2C3OC4C3N1C24                      66.4621
CN1C2C3CN4C3C1C24                     111.5596
CN1C2C3OC4C3C1C24                      68.8078
OC1C2C3C4CN(C13)C24                    68.7808
OC1C2C3CC4C2C1N34                      60.8227
OC1C2C3CC4C3C1C24                      44.8334
OC1C2C3CC4C3C1N24                      62.4479
OC1C2C3CN4C3C1C24                      62.5822
OC1C2C3OC4C3C1C24                      18.5170
CC12C3C(O)C1=CCN23                     94.6637
CC12C3CC=C1C(O)C23                     75.7722
CC1C2C3CC=C1C23C                      106.9537
CC1C2C3CC=C1C23O                       80.5808
CC1C2N3CC=C1C23C                      126.1866
CC1N2C3CC=C1C23C                      122.1241
CN1C2C3CN=C1C23O                      119.2611
OC1C2C3CC=C1C23O                       49.4802
CC1C2C3CC=CC2C13                       70.7709
CC1C2C3OC=NC2C13                       37.7849
CN1C2C3OC=NC2C13                       63.6951
OC1C2C3C=CCN2C13                       63.0635
OC1C2C3CC=CC2C13                       39.3578
OC1C2C3OC=NC2C13                        7.1267
CC12CCC3C(C13)C2O                      -2.2476
CC12CCC3C(C1O)N23                       8.5032
CC12CCN3C(C13)C2O                      14.5261
CC12COC3C(C13)C2O                     -25.8193
CC12OCC3C(C13)C2O                     -32.5418
CC1C2C3CCC1(C)C23                      30.8836
CC1C2C3CCC1(O)C23                       0.9182
CC1C2C3COC1(C)C23                       1.2514
CC1C2C3N2CCC13C                        46.8258
CC1C2C3N2CCC13O                        17.5469
CC1C2C3OCC1(C)C23                       4.8590
CC1C2C3OCC1(O)C23                     -23.7787
CC1N2C3CCC1(C)C23                      46.3841
CC1N2C3CCC1(O)C23                      16.8039
CC1N2C3COC1(C)C23                      17.8042
CN1C2C3OCC1(C)C23                      24.3679
OC1C2C3CCC1(O)C23                     -32.7445
OC1C2C3N2CCC13O                       -14.9499
OC1C2C3OCC1(O)C23                     -57.7514
CC12C3C(O)C1CCN23                      14.8442
CC12C3CCC1C(O)C23                      -0.4981
CC12C3COC1C(O)C23                     -26.2460
CC12C3OCC1C(O)C23                     -24.5455
CC1C2C3CCC1C23C                        30.2392
CC1C2C3CCC1C23O                         3.5506
CC1C2C3COC1C23C                         2.7876
CC1C2C3COC1C23O                       -23.3620
CC1C2C3OCC1C23C                         4.1631
CC1C2C3OCC1C23O                       -22.1622
CC1C2OCC3N1C23C                        18.0420
CN1C2C3CCC1C23C                        49.7896
CN1C2C3OCC1C23C                        24.9797
CN1C2C3OCC1C23O                        -0.8015
OC1C2C3CCC1C23O                       -29.1112
OC1C2C3COC1C23O                       -56.4280
OC1C2C3OCC1C23O                       -52.3542
CC12CCC3C1C(O)C23                      11.1579
CC12CCN3C1C(O)C23                      31.6313
CC12COC3C1C(O)C23                     -15.3807
CC12OCC3C1C(O)C23                     -18.9437
CC1C2C3CCC2(C)C13                      41.6178
CC1C2C3CCC2(O)C13                       9.9914
CC1C2C3COC2(C)C13                      12.0791
CC1C2C3OCC2(C)C13                      14.0219
CC1C2C3OCC2(O)C13                     -15.6568
CC1C2N3CCC2(O)C13                      28.9149
CN1C2C3CCC2(O)C13                      36.5366
CN1C2C3COC2(C)C13                      40.7133
CN1C2C3OCC2(C)C13                      43.7950
CN1C2C3OCC2(O)C13                      11.8178
